Index,mut_extent_1,mut_extent_2,vertex_control,Fitness_Confidence_Expected,Fitness_Brightness,Fitness_Distance_Input,Critical
0,0.175073,7.980366,11.859675,-1.000000,0.850938,-0.821755,1
1,0.403868,-7.539639,13.379409,0.999272,0.605313,-0.047158,0
2,5.455653,5.303599,15.420430,0.678551,0.782250,-6.954236,0
3,-1.331707,-7.188150,2.102210,-1.000000,0.829336,-0.015679,1
4,0.488845,-7.745842,13.132338,0.999343,0.613747,-0.259034,0
5,-2.118358,-5.376515,13.067795,-0.282391,0.650665,-1.153721,0
6,6.584513,-5.620675,8.988907,-0.605469,0.679354,-1.403138,0
7,-1.515346,-7.746192,13.340912,0.223380,0.633420,-0.136042,0
8,5.608706,7.683204,1.247273,-0.997101,0.729508,-5.126526,1
9,-1.378232,-6.809499,15.048031,0.911194,0.647843,-2.480976,0
10,-5.394370,-5.672031,10.510875,-0.994423,0.748454,-6.169915,1
11,4.275976,-7.742202,16.206064,-0.999447,0.697683,-4.692966,1
12,-1.663407,-7.758492,0.152550,-0.999978,0.788110,-1.950453,1
13,-1.393701,-7.746192,13.209234,0.437824,0.613384,-0.070769,0
14,-5.322190,-7.201895,2.102210,-0.999539,0.819908,-3.990483,1
15,6.566138,-7.742202,16.206064,-0.999928,0.711080,-2.122232,1
16,-5.449510,-7.625265,13.381251,-0.999946,0.741476,-3.472352,1
17,-2.903604,-7.769294,13.285018,-0.962368,0.691345,-0.476577,1
18,-1.744539,7.997073,15.856609,0.959492,0.754270,-6.429075,0
19,0.188489,7.158720,11.859675,-1.000000,0.845521,-3.632249,1
