Index,mut_extent_1,mut_extent_2,vertex_control,Fitness_Confidence_Expected,Fitness_Brightness,Fitness_Distance_Input,Critical
0,7.217525,0.845605,11.304605,-0.832698,0.712335,-0.013383,1
1,6.959844,0.844482,22.699434,0.998620,0.752084,-7.455101,0
2,-2.049287,6.549231,3.517569,-0.999992,0.819650,-2.592428,1
3,-7.263223,-1.345172,14.215999,0.818950,0.685370,-1.760794,0
4,6.796622,4.518951,22.458832,0.990198,0.769260,-9.073158,0
5,-2.049287,6.575823,12.176718,0.457315,0.731401,-3.442708,0
6,7.001761,0.845734,11.304605,-0.586328,0.715686,-1.608166,0
7,0.350620,-3.059293,13.813278,-0.018442,0.707586,-0.331090,0
8,7.075108,3.693487,3.724320,0.981791,0.746988,-6.917959,0
9,-7.263223,-3.059293,13.813278,0.748773,0.690498,-4.838147,0
10,-1.311524,6.152120,22.699434,0.994047,0.734098,-5.560665,0
11,-1.877216,-3.059293,13.910575,0.338912,0.696765,-0.746175,0
12,-0.374455,-3.959035,13.550889,0.132386,0.701118,-0.640473,0
13,4.336979,0.845239,11.304605,0.680298,0.689537,-1.375679,0
14,7.001761,0.845734,15.425728,-0.999794,0.807115,-2.512958,1
15,6.796569,4.520702,5.008187,-0.998058,0.781133,-7.203531,1
16,6.477945,6.526660,5.008187,-0.989360,0.775507,-0.318623,1
17,7.051058,0.845734,11.304605,-0.648293,0.708880,-0.049297,0
18,0.339033,6.549231,3.517569,-0.999991,0.811570,-2.255407,1
19,7.795565,1.020537,5.008187,-0.999980,0.818947,-3.051562,1
