Index,mut_extent_1,mut_extent_2,vertex_control,Fitness_Confidence_Expected,Fitness_Brightness,Fitness_Distance_Input,Critical
0,-3.473391,-2.382687,19.504429,0.856565,0.761350,0.000000,0
1,7.763464,7.831736,1.327899,0.996297,0.763808,0.000000,0
2,2.918443,-7.561065,3.385552,0.999994,0.762627,0.000000,0
3,1.771263,3.439989,2.803310,0.997763,0.771382,0.000000,0
4,4.529539,-3.697178,3.426278,0.999483,0.766512,0.000000,0
5,6.854944,-5.802012,16.715288,0.999366,0.797880,0.000000,0
6,0.923086,-2.331534,18.002189,0.999018,0.813445,0.000000,0
7,-6.492614,3.160334,1.385390,0.999787,0.769368,0.000000,0
8,-0.470777,-2.748505,17.454424,0.999986,0.769183,0.000000,0
9,-0.694446,-1.527458,7.633565,0.999986,0.781467,0.000000,0
10,-0.484306,-2.549630,15.542440,0.999999,0.769915,0.000000,0
11,-0.549328,-1.457030,18.947201,0.999992,0.777067,0.000000,0
12,2.385305,-1.015743,0.982861,0.999996,0.781176,0.000000,0
13,-1.543109,-5.681465,3.338235,1.000000,0.780999,0.000000,0
14,-5.226809,-5.126354,19.413158,0.999992,0.794678,0.000000,0
15,-1.169341,-2.761873,1.214806,1.000000,0.791837,0.000000,0
16,-0.038054,-2.230024,10.352008,0.999999,0.796186,0.000000,0
17,-3.941959,1.618102,11.334943,1.000000,0.794521,0.000000,0
18,2.086775,0.764667,14.460300,1.000000,0.807977,0.000000,0
19,1.061884,-3.291654,12.474084,1.000000,0.817391,0.000000,0
